,Unnamed: 0,id,text_ids,question,answer
725,0,1863,[793 1380 1127 6308],What type of mathematical objects are used to generalize Ramanujan's pi formulas in the Ramanujan-Sato series?,Modular forms
191,0,2318,[9645 2328],What is the Km of JHDK for JH I diol?,In the nanomolar range
1364,0,1353,[13048 20 420],What is the ratio used in the Pythagorean tuning system?,The frequency ratio of 32 is used in the Pythagorean tuning system
501,0,2371,[11971 6436],What is the function of the acyl-(acyl-carrier-protein) desaturase enzyme in insects?,It is critical in the formation of ceramide and pheremones
1339,0,2406,[1035 12560 9992 7708],What is the main purpose of strictfp in Java?,To address issues with floating-point calculations on certain hardware and ensure repeatable calculations
334,0,1037,[154 7555],What is the main function of Pyocin G?,It degrades DNA
890,0,1889,[5628 1286],What is the chemical formula of S-Methylmethionine?,(CH3)2S+CH2CH2CH(NH3+)CO2−.
581,0,1724,[12224 2037],"What is the name of the model proposed by Browne, Preece, and Hulme in 2000?",The OSCAR model
1901,0,1242,[6380 8724],What is named after Charles Hermite in astronomy?,An asteroid
1398,0,7,[6326 5865],What is the main indicator used in cerimetry?,Ferroin
19,0,1513,[1298 557],What is the half-life of phosphorus-33?,25.4 days
2245,0,1113,[8601 13309],What is the typical daily consumption of caffeine that can cause caffeinism?,400-500 mg per day
1460,0,845,[4870 5749],What is the largest known rank of an elliptic curve?,28
1449,0,255,[7934 4981 7582],What is the term for the contrast required to differentiate between two cognate forms coming from two compared varieties or dialects?,Diaphonemic contrast
1930,0,848,[3986 9937 8772],What type of inheritance is a requirement for a trait to be characterized as Mendelian?,Biparental inheritance
1729,0,1617,[9115 10606 1973],What is the purpose of silver staining in gel electrophoresis?,It is used to stain proteins in Agarose gels and polyacrylamide gels
1010,0,1811,[567 4150],What is the typical color of Lahnsteinite?,Colorless or lightly blue
1906,0,1993,[6076 3720 6819 871],What is the typical method of obtaining magnesium carbonate?,Magnesium carbonate is typically obtained by mining the mineral magnesite
1914,0,2714,[8925 4239 5831],What are some non-surgical treatment options for pelvic organ prolapse?,"Dietary and lifestyle changes, physical therapy, and the use of pessaries"
407,0,2587,[7337 12467 12430],What is the time duration of intermediate-term memory?,About two to three hours
2007,0,1464,[4232 9865 2415],What is the name of the operating system where UTF-8 was first implemented?,Plan 9
1386,0,1380,[1174 5283 6303],What type of transcription factors can small Maf proteins form heterodimers with?,CNC and Bach proteins
919,0,277,[6517 2263 1015],What type of processors are used in audio and video processing applications?,Digital signal processors
1094,0,529,[2187 1404 8292],What type of monomer forms proteins?,Amino acids
1965,0,804,[3584 11170],What is the function of PHLPP isoforms in cancer?,"PHLPP isoforms act as negative regulators of Akt and PKC, two tumor promoters"
2075,0,1516,[1484 1328 5155],What is a unique property of the diamond cubic structure?,It has a high compressive strength and hardness
907,0,2212,[3444 2977],What is the function of the frontal lobe?,"It is responsible for executive control, working memory, and planning"
1668,0,2208,[12383 12407 8690 5711],What is the purpose of DSC comments in PostScript files?,They provide a way to structure a PostScript file and specify certain actions for the document manager
342,0,2515,[11555 6560 2834],What is the role of SDH in gluconeogenesis?,It converts serine into pyruvate
1878,0,1720,[5453 11822 6969 8836],What is the primary function of xylan in plant growth and development?,It plays a significant role in the integrity of the plant cell wall and the defense against herbivores and pathogens
1058,0,138,[9658 4213 5018],What type of bond is formed between the boron atom and the B-H bond on another boron atom in diborane?,A 3c-2e bond
367,0,541,[12703 1138 5164],What is the set of all output values that a function may produce?,The image of the function
1265,0,1646,[6874 5527 4414 7909],What is the purpose of designing the surfaces of gear bearings for efficient axial meshing?,"To avoid misalignment, sticking, and reduce sliding friction"
493,0,715,[5474 2490 7285],What is the role of ATG5 in autophagy?,It elongates the phagophore and conjugates LC3-I to phosphatidylethanolamine
1444,0,537,[5225 5444],What is the typical duration of the effects of 2C-N?,4-6 hours
1247,0,1046,[3047 10681],What is the structure of Hexafluorophosphate?,It has an octahedral structure
1322,0,1732,[12386 6223 12550],What is the null-move heuristic based on?,the fact that most reasonable chess moves improve the position for the side that played them
1380,0,84,[12021 3913 3937],What is the time complexity of searching in a binary search tree?,O(log n) on average
519,0,2289,[47 10830 3577 12738],What is the typical oral dosage of 5-MeO-AMT?,4-7mg
618,0,1830,[2240 7705 8466 12580],What is the most common cause of portal hypertension?,Cirrhosis
1207,0,2531,[2613 1721 11882],What is the Cartesian product of two edges?,A cycle on four vertices
161,0,164,[9275 13114 9296],What is the atomic number of germanium?,32
2136,0,1577,[11636 7277 1663],What is the main source of food for Apusomonadida?,Prokaryotes
1481,0,806,[11230 9625],What is one of the diseases that is often tied to microsleeps?,Sleep apnea
796,0,1352,[1989 10858 7299],What is the primary function of Homoserine Dehydrogenase?,It catalyzes the reaction of aspartate-semialdehyde to homoserine
896,0,961,[776 6940],What is the indication of Decitabine/Cedazuridine?,It is indicated for the treatment of adults with MDS
1310,0,213,[459 5076],What is the cause of avian infectious bronchitis?,The avian coronavirus
2152,0,1583,[6592 3364 257],What is the effect of a higher bypass ratio on fuel consumption for the same thrust?,It means a lower fuel consumption
1879,0,225,[12745 3520],What is the region where the E-V12 haplogroup likely originated?,Northern Africa
1711,0,1677,[4694 4708 749],What is responsible for tunnelling between different topological vacua in Yang-Mills theories?,Instantons
204,0,1454,[2056 12247],What type of environment does A. boonei thrive in?,Acidic hydrothermal vent environments
159,0,836,[2919 6009],What is the estimated time it takes to complete the discovery process in drug development?,Up to 20 years
1162,0,2555,[12206 12059],What type of quadrilaterals is Van Aubel's Theorem applicable to?,Re-entrant quadrilaterals
474,0,261,[6057 2094 6831],What is the role of GABA-T in plants as a response to stress?,It is involved in the breakdown of GABA
476,0,2505,[3195 5907 4846 9421],What is the bitter almond smell associated with?,Methacrylonitrile
2181,0,2372,[6015 5915 11624],What is one reason why some Pabstiella species are considered endangered?,Habitat destruction and fragmentation
1044,0,1596,[1947 12098 1571 7498],What are the eight major food allergens that must be listed on food labels?,"Milk, eggs, fish, crustacean shellfish, tree nuts, peanuts, wheat, and soybeans"
86,0,2400,[8736 5412],What is the common root cause of Meckel-Gruber syndrome and other ciliopathies?,Defects in the cilia of cells
206,0,1630,[4943 9398 5045 3587],What is the mechanism of action of clotiazepam?,"Clotiazepam binds to the benzodiazepine site of the GABAA receptor, acting as a full agonist"
2207,0,701,[3851 2220 8489],What type of data is stored in the BSS segment?,Uninitialized static data
1565,0,579,[9364 7660 10015],What is the duration of the effects of MBDB?,4-6 hours
113,0,1041,[8664 6446 10116],What is the goal of the ring vaccination strategy?,To prevent the spread of a disease by vaccinating those most likely to be infected
205,0,322,[2998 12088],What is the expected time complexity of Seidel's algorithm for solving the all-pairs-shortest-path problem?,O(n^2.376) where n is the number of vertices
2102,0,1934,[6830 1296 7014 10679],What is a potential effect of long-term exposure to cypermethrin on offspring?,It can lead to developmental delays
740,0,1961,[1838 1928 10174],What is the biological function of ferredoxin-thioredoxin reductase in photosynthetic organisms?,It allows plants to change their metabolism based on light intensity
1048,0,1707,[11378 9736 2827 9004],What is the study of physical forces at work during fluid flow?,Fluid mechanics
1318,0,822,[2155 1883 9298],What is the half-life of the longest-lived isotope of dubnium?,30 hours
1960,0,2399,[4463 13208 10880],What affects the structural characteristics of lanthanites?,The differences in ion sizes and ionic potential of the trivalent rare-earth ions
2082,0,236,[2683 3570],What type of mass storage devices did OS/8 support?,"DECtapes, fixed-head disks, and cartridge disk drives"
119,0,2556,[12072 10475],What is the main function of BHA in food?,It prevents rancidification of food by stabilizing free radicals
145,0,1296,[12716 1101],What is the Schrödinger-HJW theorem related to?,Mixed quantum states
325,0,1439,[6581 5310 12786 10336],What is the formula of mercuric chloride?,HgCl2
1506,0,386,[748 12356 12782],What is the cause of Urticaria Pigmentosa?,A point mutation at amino acid 816 of the proto-oncogene c-kit
176,0,1982,[6852 8855 911 12834],What is the process by which the cytoplasm of a single eukaryotic cell divides into two daughter cells?,Cytokinesis
986,0,531,[11594 4091],What is the minimum speed required for an object to escape the gravitational pull of a central body?,It is the escape velocity
343,0,530,[246 8880],What is the formula of Picropharmacolite?,Ca4Mg(AsO3OH)2(AsO4)2·11H2O
768,0,1125,[12047 2699 9819 1446],What is the most common form of neuraminic acid in mammalian cells?,N-acetylneuraminic acid
2119,0,1258,[4382 10379],What is produced by the fermentation of Streptomyces hygroscopicus?,Ascomycin
489,0,127,[1026 6016],What type of spring is used in a torsion balance?,A torsion spring
2220,0,1602,[8571 4798 1610 2531],What is the major function of Mn(III) ions produced by MnP?,Oxidation and degradation of lignin
84,0,2237,[13299 3598 10510 6569],What is the main characteristic of Micronycteris bats?,They have a leaf-like nose
123,0,176,[4519 3166],What is the concept in chemical thermodynamics used to predict the spontaneity of chemical reactions?,Gibbs free energy
380,0,283,[350 6948 8177],What is the name of the company that acquired RTLinux in 2007?,Wind River Systems
874,0,1684,[2421 7083 7055 4017],What is the primary cause of the big bud galls on hazel and filbert trees?,The mite Phytoptus avellanae is the primary cause of the big bud galls on hazel and filbert trees
1846,0,1806,[3556 1743 12041 1480],What type of pump uses a rotating coil to lift water from a lower level to a higher level?,The coil pump
1813,0,872,[8164 881],What is the primary way estradiol glucuronide is eliminated from cells?,By ABC transporters and other transporters
1333,0,1764,[1042 11289 4360 7420],What is the name of the disease associated with mutations in the muscle isoform of glycogen phosphorylase?,McArdle's Disease
